iteration,original,tuned
1,0.03675033105537295,0.0029608160257339478
2,0.0014578578993678093,0.0010643652640283108
3,0.0010123150423169136,0.0010114451870322227
4,0.0010054949671030045,0.0010694758966565132
5,0.0011170259676873684,0.0011518169194459915
6,0.0011788159608840942,0.0011153658851981163
7,0.0010903957299888134,0.0011070361360907555
8,0.0010672458447515965,0.0010331361554563046
9,0.0010528862476348877,0.0010370463132858276
10,0.0010546157136559486,0.0010459860786795616
11,0.0010505160316824913,0.0010420549660921097
12,0.0010451357811689377,0.001035044901072979
13,0.0010269149206578732,0.001030515879392624
14,0.0010338760912418365,0.0010362151078879833
15,0.0010370658710598946,0.0010209460742771626
16,0.0010251360945403576,0.0010258452966809273
17,0.001048794947564602,0.0010261358693242073
18,0.0010331561788916588,0.001015945803374052
19,0.001030655112117529,0.001025224570184946
20,0.0010211151093244553,0.0010188962332904339
21,0.0010256357491016388,0.0010211961343884468
22,0.0010090549476444721,0.001016225665807724
23,0.0010074060410261154,0.0010203449055552483
24,0.0010222462005913258,0.0010249563492834568
25,0.0010176249779760838,0.0010126158595085144
26,0.0010238559916615486,0.0010166247375309467
27,0.0010104058310389519,0.0010157953947782516
28,0.0010179448872804642,0.0010202359408140182
29,0.0010147960856556892,0.0010118652135133743
30,0.0010235151275992393,0.001015674788504839
31,0.0010196850635111332,0.0010101860389113426
32,0.0010134153999388218,0.001029975712299347
33,0.0010243263095617294,0.0010194252245128155
34,0.001007236074656248,0.0010151159949600697
35,0.0010062353685498238,0.0010121860541403294
36,0.0010201460681855679,0.0010030949488282204
37,0.0010154061019420624,0.001013346016407013
38,0.00101069500669837,0.0010106749832630157
39,0.0010149059817194939,0.0010048053227365017
40,0.0010001356713473797,0.001007105689495802
41,0.0010151946917176247,0.001007885206490755
42,0.0010088556446135044,0.0010161553509533405
43,0.0010046749375760555,0.0010181157849729061
44,0.0010063457302749157,0.0010176957584917545
45,0.0010072947479784489,0.0010064048692584038
46,0.001009494997560978,0.0010080663487315178
47,0.0010086758993566036,0.0010119350627064705
48,0.0010133348405361176,0.0010109459981322289
49,0.0010207961313426495,0.0010067862458527088
50,0.0010180152021348476,0.0010144650004804134
51,0.0010242857970297337,0.00101000489667058
52,0.0010067359544336796,0.0010130451992154121
53,0.0010110251605510712,0.0010777255520224571
54,0.0010143257677555084,0.001004866324365139
55,0.0010190256871283054,0.0010046251118183136
56,0.001002955250442028,0.0010099760256707668
57,0.0010189148597419262,0.0010111350566148758
58,0.0010133660398423672,0.0010062861256301403
59,0.0010090549476444721,0.0010061762295663357
60,0.0010183346457779408,0.0010162047110497952
61,0.0010083457455039024,0.00100751593708992
62,0.001008414663374424,0.0010088058188557625
63,0.0010047159157693386,0.001012435182929039
64,0.0010144058614969254,0.0010082358494400978
65,0.0010147951543331146,0.0009990748949348927
66,0.0010128063149750233,0.0010066558606922626
67,0.001002766191959381,0.00100624468177557
68,0.0010062148794531822,0.001012554857879877
69,0.001014965120702982,0.0010105050168931484
70,0.0010082749649882317,0.001011786051094532
71,0.0010024351067841053,0.0010070852003991604
72,0.001007166225463152,0.0010070162825286388
73,0.0010087252594530582,0.0010042861104011536
74,0.0010149460285902023,0.0010190550237894058
75,0.001008516177535057,0.001006266102194786
76,0.0009992551058530807,0.0010050861164927483
77,0.0010111061856150627,0.0010009151883423328
78,0.0010115858167409897,0.0010127252899110317
79,0.0010071652941405773,0.0010105562396347523
80,0.001013115979731083,0.0010105553083121777
81,0.0010107159614562988,0.0010075750760734081
82,0.0010004849173128605,0.0010082661174237728
83,0.000998426228761673,0.0010118251666426659
84,0.0010115751065313816,0.0010063559748232365
85,0.0010070349089801311,0.0010126461274921894
86,0.0010044951923191547,0.0010063550435006618
87,0.0010083261877298355,0.0010073860175907612
88,0.0010076449252665043,0.001009065192192793
89,0.0010122759267687798,0.0010087760165333748
90,0.0010057352483272552,0.0010097147896885872
91,0.0010073562152683735,0.0010103452950716019
92,0.001002926379442215,0.0010100356303155422
93,0.001003944780677557,0.0010090949945151806
94,0.001012265682220459,0.0010183248668909073
95,0.001007115002721548,0.0010046460665762424
96,0.0010135560296475887,0.001006905920803547
97,0.0010066251270473003,0.0010059946216642857
98,0.0010100249201059341,0.0010000858455896378
99,0.0010023652575910091,0.0010034358128905296
100,0.0010028057731688023,0.0010060048662126064
